adr	dec	status	verified_on	evidence	proposed_guard
0087	16	built	2026-08-28	Typed Gap is natively ripple (no flag, no branch); the fire-drag ripple branch edits only the prior gap. `EffectStudioFireDragWiringTest` asserts both.	
0087	17	built	2026-08-28	`SpacerVerdicts.is_spacer_by_fold` / `_is_spacer` — leave-one-out fold equivalence over the authored stream. `SpacerVerdictsTest`.	
0087	18	built	2026-08-28	Probe bases incl. the 0/1 clamp extremes plus adjacent-pair midpoints, mutation-tested in `SpacerVerdictsTest`; `SpacerVerdictShortcutParityTest` re-derives the whole corpus with shortcuts off.	
0087	19	built	2026-08-28	Colour value edits flag `invalidates_layout` unconditionally, so a verdict wakes lane-wide. `EffectSpacerRestyleAcceptanceTest` pins the cross-keyframe case.	
0087	20	built	2026-08-28	Verdicts fold the authored stream; Solo/Mute never enter `SpacerVerdicts`.	
0087	21	built	2026-08-28	`EffectScoreModel` calls `SpacerVerdictsClass.palette_verdicts` / `screen_verdicts` and projects `fields.spacer`; the timeline switches on the flag. `EffectSpacerProjectionTest`.	
0087	22	built	2026-08-28	`SpacerVerdicts` folds the single-pass for_each stream, as every lane models it.	
0087	23	built	2026-08-28	`EffectScoreTimeline._draw_spans` skips a hidden spacer entirely; `hit_test` skips it too, so it is unselectable. `EffectSpacerVisibilityTest`.	
0087	24	built	2026-08-28	No reveal toggle exists anywhere in `EffectStudioPage`.	
0087	25	built	2026-08-28	`EffectStudioPage._colour_spacer_gap_actions` offers Add on the empty-space right-click; `PaletteChannel._insert_spacer_stub` births the 1-frame disabled stub with spacers either side.	
0087	26	built	2026-08-28	`EffectScoreTimeline` hatches on `not fields.enabled` (not on `spacer`); `is_hidden_spacer` requires `spacer AND enabled`. Border stays kind, dashed stays Gradient. `EffectSpacerVisibilityTest`.	
0087	27	built	2026-08-28	`is_hidden_spacer` returns false for the selected id; `_span_label` returns "Spacer". `EffectScoreTimelineTest:1451`.	
0087	28	built	2026-08-28	No intrinsic-vs-contextual note in `EffectKeyframeInspector`; the oracle still runs to decide what to hide.	
0087	29	built	2026-08-28	`EffectScoreTimeline.edge_grip_identity` / `edge_grip_drawn` are kind-agnostic — one rule, one call site. `EffectSpacerEdgeGripTest` pins it for palette.	
0087	30	built	2026-08-28	`ColorLowering.trade_durations` is the chooser (NOT `split_durations`, which stays the insert cutter); both halves storable, `total` exact. `ColourBoundaryFarEdgeTest`, `ColourBoundaryCorpusSweepTest`.	
0088	*	half-landed	2026-08-28	BLOCKED on dec. 7's allowlist question; both readings + 2 proposed arms in audit-notes/0088.md. Everything else decidable from the tree.	
0088	1	built	2026-08-28	UI3Element + payload_materials()/payload_meshes(); UI3ElementSpecTest. NOT MECHANIZABLE -- 'a logical part' is a human judgement, which is why the Amdt 6 ownership map exists.	
0088	2	built	2026-08-28	UI3Element.gd:209 _init validates, :225 _enter_tree resolves the nearest registered ancestor; UI3ElementSpecTest, UI3RegistryPageTest.	
0088	3	stale	2026-08-28	Criteria partition built (validate_spec:259) but the table offers a `center_region` frame variant; UI3Element.Frame is {NONE, MENU_TILE, STRIPE}. Correct it in the rewrite.	
0088	4	built	2026-08-28	UI3ClipEngine, UI3TransitionEngine + UI3BoxOpenBeat, _ensure_chrome:528, DEFAULT_PPU/DEFAULT_DEPTH_RUNG:72-73; UI3ClipEngineTest, UI3TransitionEngineTest.	
0088	5	built	2026-08-28	UI3Element._mint_binds:392; Tune.gd, materialize_tunables.py's criteria-spec home; UI3AutoBindTest.	
0088	6	built	2026-08-28	src/debug/UI3RegistryView.gd in DebugDashboard; UI3RegistryPageTest, UI3RegistryPageIncrementalTest.	
0088	7	unresolved	2026-08-28	Items 1/3/4 built. Item 2's ratchet has TWO carriers: tracked config/ui3_registration_allowlist.json (EMPTY, 2 consumers) and per-test consts (4). FormationScene has no audit at all.	1) every root-registering class has a test calling UI3RegistrationAudit.check (would have caught FormationScene); 2) the tracked allowlist has exactly one meaning -- build only after the question is answered
0088	8	built	2026-08-28	UIComponent extends UI3Element; Role gate (Amdt 5) makes the base-swap boot-safe; UIComponentBootAuditTest, UIVitalsRosterRoleAuditTest, UI3ElementRoleTest.	
0088	9	built	2026-08-28	Per-element migration behind position-multiset goldens: StartMenuFrameGroupTest, EquipPickerFrameGroupTest, DetailFrameGroupTest + the *ElementTest scenes.	
0089	*	unaudited	2026-08-28	audit-notes/0089.md	
0089	1	unreviewed	2026-08-28	audit-notes/0089.md	
0089	2	unreviewed	2026-08-28	audit-notes/0089.md	
0089	3	unreviewed	2026-08-28	audit-notes/0089.md	
0089	4	unreviewed	2026-08-28	audit-notes/0089.md	
0089	5	unreviewed	2026-08-28	audit-notes/0089.md	
0089	6	unreviewed	2026-08-28	audit-notes/0089.md	
0089	7	unreviewed	2026-08-28	audit-notes/0089.md	
0090	*	complete	2026-08-28	Rewritten 2026-08-28 to state the now: two dated blocks folded, Amendment 1 promoted to dec. 4, decs. 1-4 all built to the literal. Eight suites split along the designed seam. See audit-notes/0090.md.	
0090	1	built	2026-08-28	from_frames() orders the pair and grows to min length 2, so a click without a drag cannot make a zero-length region; effective() falls back to 0..stop_frame; {} is the sentinel is_empty() reports; EffectFramesBar gates creation on event.alt_pressed.	
0090	2	built	2026-08-28	MODE_OFF/MODE_FORWARD/MODE_PINGPONG = 0/1/2 in LoopTransport.gd; _cycle_loop_mode() is (mode+1)%3 off the one _loop_btn; one LoopRegion.effective() feeds all three modes, so there is one loop concept and the region only changes what is looped.	
0090	3	built	2026-08-28	LoopTransport.step() has the designed signature and returns {frame, dir, done}; reflect is end-1/start+1 under the comment 'Reflect off the far end WITHOUT repeating it'; DIR_BACK routes to studio_seek_silent. Dec. 3 now states the pacing factor.	
0090	4	built	2026-08-28	Promoted from Amendment 1. ScrubField _speed_btn: min 0.1, max 4.0, step 0.05, set_value_no_signal(1.0), scrub_sensitivity 0.01 as plain widget config. studio_set_speed does not exist on the host - the only occurrence is a comment saying so.	
0092	*	half-landed	2026-08-28	audit-notes/0092.md	BLOCKED 2026-08-28: dec. 1 vs Amendment 1 contradict on the home of flags_byte bits 5/6, and the tree implements BOTH. Product call; held interactive, not rewritten
0092	1	unresolved	2026-08-28	Reading A: Amendment 1 binds, so the Flags group drops to bits 3/4 and the relocation's REMOVAL half is unbuilt (delete masks 0x20/0x40, drop EffectSettingsProjectorTest:189-196). Reading B: the shipped two-control shape is right, Amendment 1 overstated	assert masks 0x20/0x40 appear on exactly ONE of _flags_section() and the Time Scale pop-up - reports TWO today, unwritable until the question is answered
0092	2	built	2026-08-28	EffectFlagsChannel.apply_raw writes the whole word & 0xFF; EffectStudioEffectFlagsAcceptanceTest seeds E019's raw 0x23 and asserts & 0x03 == 0x03 survives a toggle	
0092	3	built	2026-08-28	editability_manifest.json effect_flags.fields.spawn_delay_override = 'na', with the note calling the earlier D3 default_frame_delay reading WRONG	
0092	4	built	2026-08-28	manifest still says sound_channels 'display'; the container is now editable IN PLACE (mode radio + three FEDS-bank pickers, two shape:'edit' rows, SoundContainerChannel) - the exact shape this decision named	
0092	5	built	2026-08-28	reader half: EffectData.gd:218 loads effect_flags.json per effect into data.flags. The 401-dir regen is UNVERIFIABLE here - assets/effects/ is gitignored ROM-derived content and unpopulated, so a zero count refutes nothing	
0092	6	built	2026-08-28	EffectFlagsChannel.apply_raw mirrors bits 5/6 into data.time_scale['flags'] when the block exists and returns invalidates_sim true unconditionally	
0093	*	half-landed	2026-08-28	audit-notes/0093.md	BLOCKED 2026-08-28, same product call as 0092: does Amendment 1 still bind? It is unbuilt in EVERY clause and its own Status says so; its consequence prose is present-tense and false. Held interactive, not rewritten
0093	1	built	2026-08-28	global bottom-pinned pacing lane: EffectScoreModel._pacing_lane:277 'global':true, laid out LAST at EffectScoreTimeline:766	
0093	2	built	2026-08-28	pacing_norm slowness map, greyed when the gating bit is clear	
0093	3	built	2026-08-28	outline + per-column fill revision: pacing_top_points:1899 / pacing_fill_rects:1924, arms at EffectScoreTimelineTest:1602/1642/1656	
0093	4	built	2026-08-28	pop-up painter at PACING_VMAX=10, played-window scope, whole-600-int per-stroke undo (TimeScaleChannel duplicates before_raw); transport accumulator EffectStudioPage:3960 -> pacing_factor_at:347	
0101	*	complete	2026-08-28	audit-notes/0101.md	decs. 1-9 built and guarded; both amendments folded (2026-08-19 into dec. 6, 2026-08-20 promoted to dec. 9). One open fault survives, counted by the build's own ONE-WAY census
0101	1	built	2026-08-28	ColorLowering.trade_durations is the trade's own chooser; clamp_boundary_duration is GONE from the tree (retired with its two callers). ColorLoweringTest + ColourBoundaryCorpusSweepTest + ColourBoundaryFarEdgeTest	
0101	2	built	2026-08-28	the 8-grained trade is what trade_durations offers; ColourDragPristineTest pins the trade's idempotence, which dec. 1's exact total makes true	
0101	3	built	2026-08-28	armed on palette/screen/camera - the begins_with('particle:') gate is gone. ColourMovePlan.plan refuses only 'a hold is empty space' and the wedged case; camera arm at CameraChannel.gd:369	
0101	4	built	2026-08-28	priced, not gated: plan() takes free_slots and prices each rung. Guarded by ColourMoveTest._test_a_fine_slide_can_be_slid_straight_back and invariant 6 of ColourMoveCorpusSweepTest	
0101	5	built	2026-08-28	no new chrome; the handle's own motion is the tell. Not separately mechanized - a UI property EffectColourMovePadAcceptanceTest observes by eye	
0101	6	built	2026-08-28	narrowed by the 2026-08-19 amendment: _new_identity_keyframe mints an ENABLED d0 identity where the run is empty. _manufactured_hold_is_inert and both manufacture_* licences are DELETED; the 4 surviving mentions are prose	
0101	7	built	2026-08-28	the emptied-run delete is in move_span on all three arms; EffectCameraMoveTest asserts the spacer is DELETED, not left at zero width. The index-0 stranding was the COPY's problem and retired with it	
0101	8	built	2026-08-28	PaletteChannel.insert_event:351 and ScreenChannel:412 enforce the 33-slot cap at the verb; ColorLowering.gd:23 records that an over-insert is refused at the verb, not discovered by the saver	
0101	9	built	2026-08-28	promoted from the 2026-08-20 amendment. EffectEditSession._is_structure_free_move; guarded by ColourStructureFreeDragTest + three page-level arms in EffectStudioEdgeDragWiringTest, both red against pre-fix code	assert a Move never lands a span where the span itself folds inert - reports 3 today (E510 for_each #0/#4, palette + screen) and fails, correctly
0137	*	unaudited	2026-08-28	audit-notes/0137.md	
0180	*	complete	2026-08-28	audit-notes/0180.md	Guard it | Leave it
0180	1	unreviewed	2026-08-28	ALL SEVEN HOLD — the first clean result in this audit. dec. 1 is mechanized by tools/check_rosters_retired.py (4 arms, green: no autoload, no src/roster/, no roster USE, no assets/roster/ seed); dec. 	
0180	2	unreviewed	2026-08-28	Guard feasibility: dec. 2 (no enemy_units accessor on CharacterCatalog) is a one-line text net over the same walk and is the arm that stops the symmetric-overlay shape ADR-0078 forbids being re-added;	Decision 2 is unguarded
0180	3	unreviewed	2026-08-28	audit-notes/0180.md	Decision 3's boot scenario is unguarded and demonstrably fragile
0180	4	unreviewed	2026-08-28	ALL SEVEN HOLD — the first clean result in this audit. dec. 1 is mechanized by tools/check_rosters_retired.py (4 arms, green: no autoload, no src/roster/, no roster USE, no assets/roster/ seed); dec. 	
0180	5	unreviewed	2026-08-28	audit-notes/0180.md	
0180	6	unreviewed	2026-08-28	audit-notes/0180.md	
0180	7	unreviewed	2026-08-28	ALL SEVEN HOLD — the first clean result in this audit. dec. 1 is mechanized by tools/check_rosters_retired.py (4 arms, green: no autoload, no src/roster/, no roster USE, no assets/roster/ seed); dec. 	
0181	*	complete	2026-08-28	audit-notes/0181.md	see audit-notes/0181.md#harvested-on-mechanizing
0181	1	unreviewed	2026-08-28	Every decision holds three days after the build. dec. 1: NavigatorMain:360/:364 declare both path constants and the old single name has 0 occurrences. dec. 2: signal dismissed() :200, emit :2728 behin	
0181	2	unreviewed	2026-08-28	Every decision holds three days after the build. dec. 1: NavigatorMain:360/:364 declare both path constants and the old single name has 0 occurrences. dec. 2: signal dismissed() :200, emit :2728 behin	
0181	3	unreviewed	2026-08-28	Every decision holds three days after the build. dec. 1: NavigatorMain:360/:364 declare both path constants and the old single name has 0 occurrences. dec. 2: signal dismissed() :200, emit :2728 behin	
0181	4	unreviewed	2026-08-28	audit-notes/0181.md	
0181	5	unreviewed	2026-08-28	Every decision holds three days after the build. dec. 1: NavigatorMain:360/:364 declare both path constants and the old single name has 0 occurrences. dec. 2: signal dismissed() :200, emit :2728 behin	
0181	6	unreviewed	2026-08-28	FormationDevBoot.gd + assets/scenes/FormationDev.tscn exist and classify_blueprint.py:243 books the boot `assembler` citing this ADR. dec. 6: still no Focus anywhere in src/ or addons/ — a live deferr	
0188	*	complete	2026-08-28	Rewritten 2026-08-28 to state the now: three dated blocks and two inline correction blockquotes folded, Amendment 1 promoted to dec. 7, six existing bullets numbered 1-6 in place. Decs. 1-7 all built. See audit-notes/0188.md.	
0188	1	built	2026-08-28	WorldMapScreenOut.value_at() restates the out arm (START_VALUE 32 + t*256/16, ceil 255) in integer arithmetic and bakes to 5-bit levels, so 255 lands on 248 = level 31, full black; land_tick() derives 14 rather than hardcoding it.	
0188	2	built	2026-08-28	The class header states the unclaimed half in the same words: ADR-0174 read only the entry cue at 0x8006731C, and nothing establishes an exit fire. world_map.screen_out is the seam, default ON.	
0188	3	built	2026-08-28	SCREEN_OUT_SLUG and SCREEN_OUT_DEFAULT live on WorldMapScreenOut; the class binds them from its own _static_init, kept there by tools/check_tune_owner_self_registration.py. The scene cannot host them - check_root_set.py check 4 reds on a call to an assembler.	
0188	4	built	2026-08-28	Tune.on_update(self, SCREEN_OUT_SLUG, ...) in WorldMapScene._ready writes back to _screen_out_enabled, an instance var; SCREEN_OUT_DEFAULT stays the authored value, since a static var is process-global and mirroring would leak the scrub into every later mount.	
0188	5	built	2026-08-28	_leave awaits _run_screen_out before dismissed.emit(). The loop is bounded in frames without progress off STALL_FRAMES (240) and screen_out_ticks(), checks is_inside_tree() on both sides of the await, and _leaving is a one-way latch on a single-use screen.	
0188	6	built	2026-08-28	_run_screen_out returns when capture_path is non-empty, the same gate the music uses: _capture calls set_process(false), and the ramp is ticked from that clock.	
0188	7	built	2026-08-28	Promoted from Amendment 1. CONTEXT.md 11-campaign-spine.md carries the Screen-out entry stating the ownership and the referent, and the Host cue _Avoid_ points at it. ADR-0172 is applied, not superseded.	
0189	*	complete	2026-08-28	Decs. 1-9 built. UnitMaterial publishes for_variant/shader_for over a Variant enum; unit_flat.gdshader (177 lines) sits beside two 99-line entries over a 907-line include with no vertex()/fragment(); check_unit_shader_paths.py holds dec. 8.	
0189	1	built	2026-08-28	unit_sprite_body.gdshaderinc publishes billboard() :535, unit_paint :856, unit_colour :892, unit_light :899 and defines no vertex()/fragment() (:597 records that); no UNIT_ADDITIVE, no #ifdef. Each entry writes its own.	
0189	2	built	2026-08-28	The shared body is at assets/shaders/unit_sprite_body.gdshaderinc, not in addons/exmateria_schema/. CONTEXT.md -> Shader library still books it Tier 2, 'not in it and leaves with its own system'.	
0189	3	built	2026-08-28	src/animation/UnitMaterial.gd: enum Variant :24, for_variant(variant) -> ShaderMaterial :43, shader_for(variant) -> Shader :52. FormationScene and ScenarioVM carry no shader-path const. SpriteLayerManager.initialize keeps its two-arg signature.	
0189	4	built	2026-08-28	assets/shaders/unit_flat.gdshader exists carrying uid://cfwiu2dfki6ex; unit.gdshader and unit_additive.gdshader keep their names (99 lines each). Nothing remains under src/ui3/shaders/ for the unit sprite.	
0189	5	built	2026-08-28	The dissolve is booked to Sprite Rig: classify_blueprint.py:328 books unit_flat.gdshader there. The gouraud corner tint modulates between psx_color_apply and ambient_brightness in that file; ColorRecipe gained no third shape.	
0189	6	built	2026-08-28	The nine cj_* uniforms and cj_cell_noise() are declared in unit_flat.gdshader, not in the shared include. psx_par.gdshaderinc is included by unit.gdshader and unit_additive.gdshader only; the flat variant does not include it.	
0189	7	built	2026-08-28	classify_blueprint.py:328 books unit_flat.gdshader and unit_additive.gdshader to Sprite Rig. check_par_shaders.py:135 carries the repathed BURN_DOWN entry. check_color_shaders.py REQUIRED_CONSUMERS now names five entry shaders.	
0189	8	built	2026-08-28	tools/check_unit_shader_paths.py: VARIANT_PATHS names the three variant paths explicitly (not a unit*.gdshader glob), strips comments, and carries three ALLOWED rows each with a reason - UnitMaterial.gd and two tests, one the oracle.	
0189	9	built	2026-08-28	Each of the three entry shaders carries one UNIT_ALPHA_CUTOFF discard; the shared include carries none. unit_flat's dissolve is a second discard after the coverage one. Promoted from Amendment 1, which says it was not in dec. 1.	
0191	*	complete	2026-08-28	Rewritten 2026-08-28 to state the now: 4 amendments folded, decs. 11-13 promoted, 19 citations across 16 files retargeted in the same commit. 648 lines -> 352. See audit-notes/0191.md.	
0191	1	built	2026-08-28	Fold.owns() is a static on addons/exmateria_schema/compositing_key/Fold.gd caching a tri-state _owns_cache off RenderingServer.is_compositor_layer_supported(). The tree-independence clause is UI3Element.z_for's restored is_inside_tree guard.	
0191	2	built	2026-08-28	Fold.shader(folded: Shader, fallback: Shader) is two lines and takes no path. Its scope is the PICK; the wider silent-null hazard is dec. 11. TileCursor._setup_outline_producer spells the same call as an early return - no fallback shader exists.	
0191	3	built	2026-08-28	CompositorAutopilot.owns_compositing() is gone from the tree; grep finds the name only in comments recording the deletion. The autopilot keeps its OWN RenderingServer query as FoldTest's independent oracle - deduping it makes that assert x == x.	
0191	4	built	2026-08-28	CORRECTED MEASUREMENT. 16 shaders declare compositor_layer (grep on ^render_mode), not 29; 6 mechanical in TWO triplets, not 9 in three; unit_flat.gdshader was never in the population. The refusal rests on dec. 6's includes, not on the ratio.	
0191	5	built	2026-08-28	No Fold.register. The kernel holds no res:// path and no lifecycle; the fold inventory is derived from the shaders by tools/check_compositor_routing.py.	
0191	6	built	2026-08-28	assets/shaders/effect_fold_{add,mix,sub} are 4-line stubs over effect_particle_fold.gdshaderinc; EFFECT_STP_ALPHA has no #ifndef default. crystal_fold's PSX_FOLD_GAIN is exempt - the drift rule is a twin-pair rule and it has no twin.	
0191	7	built	2026-08-28	The formation fold/scene pairs are still two shaders each: the fold twin clamps raw display-space colour and writes DEPTH, the scene twin does the sRGB round-trip and sets depth_test_disabled. check_no_pow_in_fold.py holds the split.	
0191	8	built	2026-08-28	EngineFoldCompositor's and TileCursorCompositor's carrier-triplet const blocks are still in their own files, selecting on native_blend and blend mode. They hold preloaded Shader objects now under dec. 11 - same block, same question, new type.	
0191	9	built	2026-08-28	No guard retired and no guard line deleted; the count is 13 -> 14 with check_fold_shader_preload.py. The original '1,965 lines' figure is DROPPED, not restated - it is not re-derivable and the 13 shader-scanning guards sum to 1,996.	
0191	10	built	2026-08-28	tests/FoldTest.gd is the kernel spec in five sections: owns() against the autopilot oracle, both shader() branches, the add() contract, and dec. 12's off-fork no-op. A third Fold.add copy in FeedbackHudFoldRoutingTest is #649, not a silent extension.	
0191	11	built	2026-08-28	Promoted from Amendment 4 SS2. A fold shader named from GDScript is a preloaded Shader, pick or not - dec. 2's silent-null leg scoped to the hazard, not the signature. check_fold_shader_preload.py is seeded on the SHADERS and scans tools/ and tests/.	
0191	12	built	2026-08-28	Promoted from Amendment 4 SS3. Fold.add returns early when owns() is false, decorating nothing. render_layer is fork-only and RAISES on stock 4.7 - measured with a fork control arm. Two production paths (CrystalSprite3D._publish, Tile.gd) reached it ungated.	
0191	13	built	2026-08-28	Promoted from Amendments 3 + 4 SS1. UIVitalsBand.build() takes no `folded` and asks Fold.owns() itself; the off-fork seam is the _owns_cache lever, not a producer parameter. Every census that missed this producer was seeded on the predicate it never names.	
0197	*	complete	2026-08-28	Decs. 1-7 built. Every number recomputed from jobs.json + skill_sets.json independently of build_catalog: 160 -> 112 -> 51, id-dedup 81, SkillSet_00 24, Item rep 0x4b, Holy Sword 0x05. See audit-notes/0197.md.	
0197	1	built	2026-08-28	AbilityCandidates.build_catalog(slot) is the picker's only source, called from FormationDetailTransition._open_ability_picker - the one call site in src/. No progression argument reaches it; it is unit-independent and pure.	
0197	2	built	2026-08-28	_rsm_catalog keys AbilityDatabase.get_views_by_type and drops blank names. AbilityCandidatesTest asserts 31 / 29 / 23 from literals it derives from the asset data, matching 32-1, 32-3, 24-1.	
0197	3	built	2026-08-28	Secondary emits one row per unique skillset NAME (rep dict keyed by name), 160 jobs -> 112 named -> 51 rows, guard pins 51. The 48 dropped have skill_set_id 176-223 against a 176-entry table. Absorbed the 2026-08-13 amendment; the drop is now stated.	
0197	4	built	2026-08-28	_sorted sorts by name ascending with int(id) as the tie-break; AbilityPickerMenu renders name text only and scrolls a VISIBLE_ROWS := 5 window.	
0197	5	built	2026-08-28	AbilityLoadout.commit_to_progression writes sub_job_id or _PROG_FIELD[slot] with no legality check of any kind.	
0197	6	built	2026-08-28	AbilityLoadout.candidates is an instance method, alive, and called by both AbilityLoadoutTest and AbilityLoadoutProgressionTest. One wiring seam switched, so the revert is one line - but nothing asserts the seam is singular.	A grep-class arm asserting AbilityCandidates.build_catalog has exactly ONE call site in src/ would mechanize dec. 6's one-line-revert promise.
0197	7	built	2026-08-28	_prefer_rep prefers a generic job (_GENERIC_JOB_LO 0x4A .. _GENERIC_JOB_HI 0x5D) over a non-generic and otherwise takes the lower id. Measured: Item -> 0x4b (not 0x35), generic-less Holy Sword -> 0x05. Promoted from the 2026-08-13 amendment as a new decision.	
0198	*	unaudited	2026-08-28	audit-notes/0198.md	
0223	*	complete	2026-09-04	Rewritten 2026-09-04 to state the now: 2 amendments folded, decs. 8-13 promoted, 34 citations across 34 files retargeted (Amendment 1 -> dec. 8) in the same commit. 416 lines -> 332 including the receipt.	
0223	1	built	2026-09-04	outbound_reaches returns Reach(rel,kind,target,dst,dst_path,lines) as a NamedTuple in tools/score_goals.py; exactly three consumers unpack it.	
0223	2	built	2026-09-04	record() excludes only dst_path.startswith(inside); score_goals.cross_system() is the named eleven-systems filter all three consumers apply.	
0223	3	built	2026-09-04	NOTHING-MOVES gate held: goal #5's rendered line and check_addon_portability's full output byte-identical over all seven roots.	
0223	4	built	2026-09-04	tools/check_addon_portability.py arm 7 -- a class_name under an addon root declared outside every addon root, predicate ^addons/[^/]+/ against dst_path, enforcing for every subject.	
0223	5	built	2026-09-04	Arm 7's universe is the class_name shape alone; the other five shapes belong to arms 2, 2b, 3 and 6. _ARM6_REFERRERS makes the same move for the shader suffixes.	
0223	6	built	2026-09-04	ARM7_BURN_DOWN is a named dict, both directions failing, stale scoped to the walk. EMPTY since #809 and deliberately still declared.	
0223	7	built	2026-09-04	The two rows stayed two pieces of work and were paid by two different fixes; the destination half was corrected by dec. 8.	
0223	8	built	2026-09-04	JsonAsset lives at addons/exmateria_platform/json/JsonAsset.gd, published as ExMateriaPlatform.JsonAsset. Reverses dec. 7's exmateria_schema destination; ADR-0217 dec. 16 had ruled it.	
0223	9	built	2026-09-04	class_name dropped, const JsonAsset = preload() on the platform facade, 32 alias lines (23 src/, 4 tests/, 5 in exmateria_sprite_rig). check_addon_globals BURN_DOWN still 0 for both addons.	
0223	10	built	2026-09-04	ARM7_BURN_DOWN's note names the destination, the owning pass and the deciding ADRs; the register emptied with the note intact.	
0223	11	built	2026-09-04	tools/test_check_addon_portability.py::_a_host_class_name derives the seed subject at run time under two predicates (declared under src/, classify not in SYSTEMS); two seeds had borrowed JsonAsset.	
0223	12	built	2026-09-04	Arm 7's and arm 6's shipped-register controls discriminate on the register instead of asserting a heading; both directions asserted. 69 tests OK.	
0223	13	built	2026-09-04	check_addon_globals reads a src/*.gd path in a facade constant's doc block as a citation (ADR-0210 dec. 1); the doc blocks name the former directory, not the file.	
0269	*	complete	2026-09-09	TurnQueueHudTest 11 arms / 86 assertions green; 4 seeds (band width, close barrier, shuffle barrier, PARENT_APERTURE) redden only their own arms; capture rig + a lit Gariland looked at after every visual step. See audit-notes/0269.md.	
0269	1	built	2026-09-09	src/ui3/TurnQueueHud.gd _build_bar/_spawn_card: the bar and every card are UI3Element.new({...}). The bar is now the BAND's carrier (OWN_APERTURE + BOX_OPEN over the screen's span); cards own their own apertures and are its SIBLINGS under the strip root.	
0269	2	built	2026-09-09	turn_queue_team_underlay.gdshader + TurnQueueHud.team_tint; TurnQueueHudTest arm 3 asserts the two teams tint differently and that two same-team cards match. The Enemy word cell and its shader are DELETED.	
0269	3	built	2026-09-09	Card spec transition=BOX_OPEN + clip=OWN_APERTURE; _advance_step chains close -> shuffle -> open on the elements' closed/moved signals, no clock. Arm 8 reads the three step INDICES off one walk; arm 9 the card aperture reaching portrait AND underlay.	
0269	4	built	2026-09-09	UI3Element.move_to_answer + _move_onto; cards answer rect with derived([scale, spacing, pad]).	
0269	5	built	2026-09-09	UI3MoveSlideBeat.Cadence.BACK + back_overshoot/back_frames binds; arm 10 the curve, arm 8 that the CARD declares it. Dec. 3 deleted the off-screen entrance, so the ~3.9px one-slot shuffle is now the only journey s=1.9 is priced against.	
0269	6	built	2026-09-09	TurnQueueHud._reconcile; arm 8 asserts survivor identity across a shuffle, that they walk rather than snap, and that the walk starts only after the head's close finished.	
0269	7	built	2026-09-09	Frame.MENU_TILE on the CARD spec (bar = Frame.NONE) + _build_band/UIVitalsBand under the bar; arm 2 asserts card chrome, bare bar, and that the band spans the SCREEN (x0 negative, derived by _screen_span_px). Band verified SUBTRACTIVE on a lit battlefield.	
0269	8	built	2026-09-09	TurnQueueHud._sync_open / set_battle_live / set_covered; NavigatorMain._on_runner_state_changed drives the battle gate, both hosts' _set_screen_pause the cover gate. The open is two-stage: band, then cards. Arm 11 the gates, arm 9 the order.	
0269	9	built	2026-09-09	TurnQueueHud.MAX_CARDS_SLUG (turnqueue.max_cards, default 8), no truncation warning; arm 5 asserts the cap trims AND that a live scrub re-runs the last forecast through the new number.	
